,10,3,19,17,27,15,28,5,24,13,4,6,14,23,10,1,22,2,16,9,8,15,15,3,6,2,12,29,23,12,13,4,17,17,26,7,10,16,18,14,16,11,11,20,6,26,5,23,21,8
TCGA-AZ-6599-01,-7.192976,-1.3446683,-1.8922607,-0.051561434,2.5284407,-1.8187431,1.6459253,-0.6265456,1.6519957,-0.8847575,-1.5977845,2.803865,-4.0285864,5.045894,-1.4048356,1.2998546,1.4019194,0.48520914,-0.38240787,0.50077105,0.12126967,1.7429014,0.25557706,4.2469625,-2.663338,-1.0681643,1.1270895,-3.1121626,-3.1883123,5.8846006,-1.0399914,2.1753037,0.41721272,0.49488753,-2.2278712,-0.59913397,3.3171778,0.16036752,-0.818286,-0.8623451,-4.645694,4.8049335,0.95285946,-2.3962116,3.1222072,0.07910484,-2.3949258,-0.84237254,-7.7640257,1.2281681
TCGA-AA-3655-01,3.8457203,-1.9315021,-2.5305996,-0.24915001,1.7205621,-0.744935,-1.3297178,0.5062575,0.8775373,-3.405611,-1.3657063,-0.9477427,0.8563559,2.7400846,-2.8944013,0.35499507,-0.23454508,-0.10272944,0.3572125,0.18302225,2.4046474,2.2658658,3.077263,-1.1173496,-0.8291928,0.3652581,1.8088107,-0.29525313,-1.3500135,-3.115951,-0.89188576,4.4028583,-0.7434144,-1.7146658,-2.740953,-2.0351598,-2.2319815,0.03507205,-0.2288366,0.55967635,-2.0030632,2.706796,-3.9818764,-0.65524364,0.86746895,-0.4989746,-2.1985686,-0.98176455,2.6673152,0.25551423
TCGA-A6-6137-01,0.9992029,-3.4708173,0.90032154,0.63419306,1.1349316,1.9916742,-2.536827,-1.4354111,2.3467896,-2.6764116,1.0263146,-1.4752492,2.9022193,2.5603216,-2.5908308,-2.5805025,1.8248523,3.0569346,0.9757455,1.7682515,1.3288047,2.1494415,5.5989947,-0.55699414,-0.72359985,1.3487617,-1.082924,2.8661516,1.2500982,-1.255045,0.35024717,2.6585128,-1.7471592,-2.2858343,-1.5423917,0.72839874,-3.696623,-2.8261912,-0.80664754,-0.76559997,0.5092494,3.0571256,-1.721896,-4.142641,0.85074866,1.7365675,0.34925693,-0.9208875,0.22254032,1.3008376
TCGA-CK-4952-01,-1.6260386,1.1119509,-0.4612678,-1.054135,1.7707585,0.92389184,0.5413019,-1.47597,2.927586,-0.16038866,0.77179223,5.8262906,-1.2284685,-0.017737899,3.4889624,1.0286894,1.1653181,-0.6752441,1.7603598,3.6898382,-0.72156495,0.84788865,-3.3025463,0.7774886,3.21503,-4.0177655,3.0588655,-0.88018525,-0.32698938,-0.004147177,3.50868,-2.699073,2.8792777,2.2183805,0.23636048,1.776563,-3.3155599,-0.86235195,1.7475997,0.0491006,-1.7027105,1.1847135,-2.7929173,0.68346906,1.9281586,1.0513977,-1.8854668,-1.1807017,-9.123303,-1.8509732
TCGA-A6-5657-01,-0.36821878,1.402505,0.6395103,0.39571166,-1.3911426,-1.7088777,-0.74755067,1.9209105,-1.3936906,2.1642382,1.1613721,-0.22477627,1.2111955,-2.3136816,-0.34003264,1.1622819,-1.6906321,-1.5121597,-0.8170238,-4.376603,-1.2938848,2.7814825,-1.6053652,-2.108128,0.08974613,0.6398602,-2.123465,-1.0319425,0.4388403,-1.1477509,-1.2636266,-0.10670777,-0.7919534,0.6084274,0.2201124,-0.11598389,3.2333748,-1.7439826,-1.5336468,3.1907134,-1.0636121,0.7168379,0.21692055,1.9220117,-3.5242147,-1.5152929,-0.19128646,0.3008616,0.53534126,3.7414293
TCGA-AD-6963-01,5.5131564,-2.7133512,-0.9391118,-2.209886,0.3134577,0.83876,-1.6766313,-0.70822203,0.13847877,-3.0449543,-0.43909097,-1.528532,0.8026825,-0.27754351,-2.390311,-3.3601627,-2.264918,0.27793404,0.37607276,-0.9320374,-1.8314785,0.058126442,0.29234365,-2.0066745,-1.4473348,1.8591559,-0.24978937,3.2379286,-0.8053172,-0.4867142,-0.64594096,3.8386745,-4.543978,-1.4551827,-3.3273873,-1.8321168,-3.3746316,0.3883214,0.899579,-1.3899847,0.24361798,-0.83577675,-1.3294549,2.6063824,0.38519543,3.2520378,-4.202906,0.093501925,0.7064062,2.3355136
TCGA-A6-6138-01,3.9597013,0.65049374,1.3600049,0.3997966,-0.9792657,-0.7885157,-3.433262,-0.039567556,3.0963528,0.37221047,-1.860747,2.2543128,1.0179867,-2.8001802,-2.9005256,-1.2020836,0.15792525,-1.9932024,1.1468905,1.0172247,0.32120436,2.4194949,1.7014219,-3.029954,-1.6829164,1.191399,-0.23498519,-2.3520157,1.7605108,0.7445444,-1.2909814,0.17324276,-0.3740025,0.2928398,-0.28446603,-1.247149,-1.0347688,-1.6637148,-1.6354971,-0.2562513,-1.4893712,0.8326571,1.6923467,1.9504267,-0.34799436,-0.22789764,0.5588106,2.5959315,1.0754635,3.610943
TCGA-A6-A567-01,1.0691869,-2.6086233,-2.0828674,3.5077276,-1.1678611,-0.5349167,-1.2402576,0.8447072,-2.0496716,-3.4035995,-0.2564984,-3.9089618,1.7773045,5.7672663,-1.9435079,-1.0606363,-0.287273,1.0909263,-1.090005,-3.923286,-0.36678517,2.0483143,-0.20976646,2.2393644,-1.3348908,1.9668584,-0.8146025,-1.107708,0.52587837,-0.06365969,0.58598065,3.3375068,-4.463205,-2.5155962,1.780497,-0.7109026,1.6440693,-2.747971,-1.8410528,0.88943434,0.24995425,1.2999618,-0.35850537,3.9452777,-3.9910126,1.8669937,-2.604572,-0.19803104,0.81768054,0.88604206
TCGA-D5-6928-01,0.64459,2.09822,0.5340918,-2.098719,-0.5293819,-0.53611594,-1.0029358,1.6665618,-0.3960317,1.8819039,1.4879786,1.0818496,-0.7660514,-6.4652023,-0.3645934,1.1406096,-0.3614073,-0.1184805,-1.4469368,-1.3062437,-3.8737528,-0.38616452,1.8898319,-3.2448685,0.46698087,-1.6002831,-1.5107262,0.3602982,3.3562043,0.27500102,1.9645427,0.6581352,0.14352448,0.7843246,0.93677306,-0.6865076,1.3758807,-2.1088388,-0.10644515,2.4543033,0.5536743,-0.1768596,-0.6263795,1.9196991,-0.085394084,0.61154485,3.5778306,0.5763345,-1.8559113,2.3769307
TCGA-AZ-6598-01,-2.8387954,3.5524902,-2.2802265,-0.2589189,-0.51902544,0.4233984,-0.34238464,-1.4186265,0.03697344,2.4330826,1.0519353,6.0429754,-1.2737422,-3.5702744,4.2835608,1.0778702,0.33557856,-0.2743736,3.1989796,1.3776963,-2.7677407,1.9062378,-4.8246055,4.340721,1.4974871,-0.74386895,4.8415627,-2.7827156,2.0431075,-0.37922844,1.7178545,-2.9683483,4.5890813,1.6081012,1.1860306,2.0656457,-4.07956,4.1152787,-0.4290843,-1.5419672,2.0688958,-2.1930773,1.5100178,1.2576559,-0.6021257,1.7118845,-0.8367571,-1.1807997,-4.2770023,-2.5483265
TCGA-D5-6931-01,0.77230346,3.205767,-0.5554132,0.2710507,0.5382012,0.6877785,-0.36017108,0.35800985,-0.90622294,1.8575209,2.6372826,4.110127,0.2999077,-1.4451573,0.6696984,-2.171904,1.86469,-0.5061725,-0.10678309,2.0845833,-0.30297866,1.6821841,3.67354,-3.2405005,-1.206484,-1.7551752,-0.42766926,-0.20745653,2.077406,1.8756446,1.554468,-0.14497969,2.3441086,-0.2564244,-1.4607611,-1.5098087,-0.815146,0.023994196,0.30262578,2.8234656,-0.7133092,-0.33660626,-1.6778908,-0.8700243,0.5316372,1.0729376,-1.0842003,1.0536964,-1.4492503,2.0246484
TCGA-G4-6295-01,0.5286301,-3.1818354,-2.546579,-2.2544124,-1.8700672,-0.075979315,3.0063703,-1.9121256,3.0117922,-3.3597727,2.181628,-3.3974137,1.0828775,-4.70631,0.10379864,-1.3888583,1.4292997,1.1666659,2.8009193,0.7046181,1.8437468,-6.370815,-0.51714593,-1.7031894,3.7561328,1.1864555,2.8194308,4.519604,-5.0528173,1.6929592,1.1388755,0.9040263,-2.3919702,-2.462778,-0.32459745,3.5926409,-3.9243255,1.4914767,-1.2881663,-2.3044338,1.4249306,3.0910904,1.2028555,3.057895,-0.15707864,-1.1759808,-0.796857,0.44338846,-0.8896731,-0.3933776
