,2,8,1,25,23,10,12,15,9,20,18,25,27,4,10,7,12,14,13,28,27,24,0,12,4,0,26,2,21,19,8,5,5,22,29,16,17,13,18,14,23,9,11,8,29,15,27,6,29,16
TCGA-A5-A2K7-01,0.8516258,0.10754494,1.5797143,5.672349,-4.022815,-0.58884096,2.1009748,5.583545,-1.5027207,0.2477504,-0.07276269,2.168725,-1.1646855,1.2317886,-2.72534,-0.13150135,-2.936861,-1.2503119,-2.902596,2.3371286,-0.23755632,-0.85962313,-2.0024414,0.41926464,0.992877,-2.834977,1.5250012,1.528196,1.1152217,-0.38683757,6.623103,-1.3777976,-0.9714199,-2.4447434,-0.19435437,1.1430489,2.068053,-1.4282658,-1.3463398,-2.5772886,-0.51245403,-0.7107431,-1.1918839,-3.0126595,-1.381635,1.4385298,-2.2319517,1.5131845,-1.9442978,-2.8440886
TCGA-EO-A3AS-01,-1.9693754,-0.5484344,-1.120639,4.216085,2.137033,-2.8044949,0.3867655,2.0219555,-0.7611872,-0.65029335,-0.56381845,0.2604176,-3.1922195,-0.66645503,-0.54261625,1.0334971,-0.056699406,0.15839137,2.7843018,-1.1640238,-2.0292234,-3.035206,1.3232646,0.9907469,0.6403333,0.56579345,1.356025,-1.629426,-2.2868114,-0.41680184,-3.626924,-1.1961508,4.1615424,1.6149503,-0.31262702,1.3847502,-4.560254,-2.4983008,1.6768055,-1.7987471,0.52091414,0.5182784,1.1684533,-1.8463036,-0.97041786,0.64056903,1.7207489,-2.8796651,-0.4143632,-1.7065179
TCGA-EY-A549-01,1.5944574,0.34558508,1.4437215,0.3378496,1.906026,-4.2259836,-0.31728375,-2.152613,0.90633255,-1.9476031,3.1175125,-2.4698458,1.7483677,-0.586178,1.3720559,-0.5971484,-0.9351066,-2.289865,4.0632863,-1.2929217,0.10836952,-2.5261304,0.7662844,1.7573652,2.3307476,-1.502537,-0.75684994,-2.277518,-0.047721878,0.83914495,0.8466232,-0.056497928,-0.81628364,-0.41286168,0.5630724,-2.488198,-1.4808141,3.2861853,0.66815466,2.2218523,-0.39966497,-1.9308039,0.9161439,0.5026874,-2.5067022,-0.35192314,2.1683328,0.6825216,-1.716837,3.345421
TCGA-EO-A3B0-01,3.0172305,-1.5487341,2.0209365,1.089272,-0.5755159,0.46834671,2.4474049,2.3933685,-0.5463247,0.1401989,-2.6628404,0.96039355,2.8679194,0.6467303,-1.7708873,-0.46010455,-3.3984363,-1.5134163,-1.4641333,1.9866983,-1.2367206,2.6841707,-1.6545901,-2.7402663,-1.0527904,1.8899521,-0.052549697,-1.6521312,5.2722335,3.283455,1.4495779,0.11869096,-1.7539309,-2.300815,-0.5135681,4.066311,5.108742,-2.240633,-1.4253793,-1.9898816,2.8970208,1.5585263,-0.7400266,-2.1230803,2.9610357,1.0111235,0.37660566,0.47732487,-1.7084068,-1.1086563
TCGA-EY-A2OQ-01,-2.7243092,-0.19353385,-4.688565,0.9742722,3.0273268,-2.2545187,-0.70407295,3.470098,-0.690717,-4.015669,0.0943421,0.051217664,-1.9121866,-1.7315778,-1.7588428,0.21044384,-2.6697295,1.5883875,2.9305954,-1.8911626,-0.95675117,-1.7905413,1.2134172,2.2060025,1.3680849,2.9990563,1.625643,2.88005,-0.38474172,2.098916,-1.4507943,-2.3439598,5.031381,1.5517409,-0.7533187,0.6265605,-2.4814966,-0.561093,1.6024711,3.8729045,0.49706778,2.663705,-0.21353473,-1.3768691,-0.8674128,-4.633654,2.3628316,-3.425707,1.7889057,-2.0743494
TCGA-PG-A7D5-01,-3.3661969,-0.8081754,-1.9652612,-3.4213438,-1.2730294,-0.59547734,2.0109963,-2.0994797,-0.9277275,-3.847635,-3.6844459,-1.6564914,0.8853209,-0.43350258,-0.112761125,0.16536047,-0.38662398,2.3413482,4.3871026,-0.17025802,-0.3207079,-2.2192693,1.6040893,-0.122662,-2.673397,0.04716083,1.0941963,1.558988,-1.8368374,-1.160167,0.21791178,-0.44450322,3.680801,2.4862392,-1.289106,0.76033705,-0.9099916,0.48960093,-0.45107555,-1.7075195,3.0158036,2.358492,0.6710882,-0.5060466,-0.34940696,-4.8406773,0.93877435,-0.9479059,-0.80045724,3.461728
TCGA-EO-A3KW-01,-1.7063315,-0.7018009,-1.6940558,-4.069183,4.6793046,1.0921297,2.263079,0.06517212,0.990149,2.8429852,-1.7985599,1.1487703,-1.4143171,-0.5152622,-1.2096882,0.44537488,0.81575304,-1.1388899,2.0425923,-3.6114666,-2.0406237,-2.453533,1.4314564,1.2158004,-2.378282,-1.450115,-0.74336433,-0.20816942,1.8686451,2.4421282,-2.1183813,0.41793558,-0.6312648,1.7602416,-0.24364522,-0.32190222,2.003338,-1.6438785,1.4780982,-1.880118,0.59261304,6.4912496,-1.0922929,-1.4442567,-1.8369262,-2.6545625,1.8882083,-0.7351008,1.431314,-0.01878442
TCGA-PG-A915-01,1.2806661,-0.8192875,0.56788105,-6.304963,2.739803,2.9394608,-0.52216536,0.73666805,0.6835926,-4.361004,-2.6632493,0.5801253,-2.0396907,-0.89845455,0.4551747,-1.5631397,1.5272144,2.0156994,-1.7288471,-2.7417395,-1.1036346,0.470853,1.6709535,-2.335587,-0.56073886,0.075000025,-0.8674446,4.8285294,-2.4807289,3.2473383,-2.0402625,1.7624975,1.0952177,0.19044879,0.13322628,-3.846209,2.0007925,0.59773,-1.9374086,1.7444026,2.0609822,0.84574896,1.3336093,1.0319431,1.7450722,-1.1466616,2.0998647,-1.8666381,0.41684222,-0.66175246
TCGA-D1-A3JQ-01,-2.3363218,-0.37860855,-2.7311018,-5.0788856,2.0850759,2.0405312,1.4063184,-4.6450253,-2.579827,-0.27231374,-2.6721091,0.48852417,3.1714728,-1.6256485,0.66769737,1.0210651,1.6665549,0.43074104,5.4580297,-3.0334985,-0.061328128,-1.0216993,1.8297338,1.5695616,-3.0631168,1.5175772,-0.45118073,-1.7596806,-2.9606433,-0.20837191,-4.275537,-1.6512712,2.345502,1.4274541,-1.6156939,-2.2830858,-1.4187607,1.3358946,-0.7773132,0.399984,1.352071,1.291956,2.6049275,0.24976617,0.44660527,-1.0979105,1.1954465,-3.6680868,0.3944208,3.040093
