TCGA-OR-A5JG-01,1.7733926,3.9076827,-0.15489954,-2.5992625,2.825601,0.036562752,-0.11502886,-2.8248193,1.9522848,1.254386,-1.6165285,-0.7867678,1.1227193,-3.6429877,4.49512,9.55856,16.524292,-10.39211,-21.42158,-20.115486,8.758035,12.494469,-2.9815032,-8.868066,2.6722763,-10.486435,-16.690521,-15.41078,-12.829871,-6.925009,12.878411,-9.236678,13.109993,14.47017,-14.329346,-11.406643,0.78528273,7.4451675,1.1747739,-11.015242,14.713351
TCGA-OR-A5LS-01,1.9251512,4.401774,-1.2647451,-2.2439544,3.40742,-0.058496427,-0.2161424,-4.174207,2.2533386,0.27336568,-0.69161975,0.006878676,0.6774982,-4.5804644,3.1746368,7.3341904,12.141823,-9.975497,-14.275756,-11.392066,10.324141,11.6092615,-3.8583744,-9.051354,4.701325,-8.460991,-14.05667,-13.79365,-8.770749,-3.587504,11.46727,-5.9570932,9.347487,9.64088,-14.804143,-10.330614,1.9822701,6.5354943,-2.2826917,-9.862085,12.255436
TCGA-OR-A5L8-01,0.83540595,3.3983657,-0.88220376,-2.660771,2.8300316,-0.0004796274,-1.771124,-4.495521,2.3814173,-0.6462078,1.0080616,0.5807138,-1.359546,-4.0333877,2.109583,2.8584216,9.936218,-7.7750854,-10.879507,-7.74653,9.641262,11.67841,0.23730493,-8.505996,1.7488613,-3.725516,-13.007386,-11.5930195,-2.2114,3.6991897,10.978953,0.23248482,3.9047952,3.698473,-16.913492,-10.113764,-2.7855306,2.6000383,0.605863,-8.070483,15.345004
TCGA-OR-A5LJ-01,1.5203617,4.1380854,-2.015627,-1.9031337,3.215845,-0.29577574,-0.25003654,-4.6533084,2.1469753,-0.3026377,0.40627536,0.47306404,0.096215926,-4.5221477,1.6453761,3.058217,11.120333,-8.071864,-12.947658,-9.826569,9.659571,12.282051,0.8805003,-8.661737,0.94107485,-4.015109,-13.842465,-12.110813,-2.707683,3.4220862,11.698373,0.16273636,4.5527706,4.2883663,-17.654238,-10.56983,-3.5794477,2.626537,1.7391362,-8.580691,16.665218
TCGA-OR-A5KT-01,1.3512633,3.2144923,-0.29276264,-1.9291617,2.5888207,0.11619878,-0.46016192,-2.8733006,1.8022275,0.44288674,-0.8330736,-0.3600428,0.35091814,-3.373935,3.2085044,1.1522532,9.064941,-6.3009515,-10.547377,-7.7518764,8.032505,10.888375,2.3283594,-7.290806,-0.4888454,-1.9176685,-11.765149,-9.886996,-0.23615901,5.463993,10.164758,2.1139452,2.2248755,1.8137966,-16.184122,-9.483094,-4.878297,0.9899406,2.7208397,-7.186017,15.688157
TCGA-OR-A5JC-01,2.514331,3.7625284,-1.1108122,-0.70754015,2.7429051,-0.06481812,1.6339397,-1.7623318,1.1678984,1.4123627,-2.8796773,-0.85477823,2.6057453,-3.3408055,3.5861304,7.931933,15.224422,-9.193802,-19.729856,-18.454678,7.980332,11.868944,-1.5884624,-8.368629,1.392549,-8.641404,-15.5252695,-14.015787,-10.519435,-4.632633,12.198033,-7.077392,11.0622015,12.294657,-14.142759,-10.771184,-0.74896795,6.0200715,2.038318,-9.965036,14.896662
TCGA-OR-A5JI-01,2.340434,2.5817344,0.33897004,-0.7063159,1.4053725,-0.11415474,1.5294154,0.43133155,0.17523703,2.304526,-4.0331044,-1.3308816,2.70984,-1.7020355,4.6200995,1.5387654,18.562777,-6.449171,-26.870966,-25.917734,5.088338,14.467358,9.6032295,-7.661318,-8.823817,-2.3746872,-17.941128,-13.25736,-4.540967,5.0940504,14.267396,1.0313048,6.7896194,6.672295,-20.130594,-13.528288,-13.89746,-0.057236843,14.190786,-10.680455,27.69628
TCGA-OR-A5LP-01,2.2511234,1.4245181,0.09043774,0.69353235,0.8220177,0.16152593,1.9865423,1.4366567,-0.41160068,1.5324103,-3.821545,-1.2368994,2.2957318,-0.8342635,2.934776,-5.64225,12.884302,-4.0781913,-20.642912,-16.417198,4.4073606,14.897813,13.336111,-6.449501,-12.3462925,4.3040557,-14.726109,-8.849485,5.9979734,15.233088,13.385215,10.4695635,-2.020381,-4.0407157,-23.772427,-12.554439,-18.18149,-5.396712,16.52243,-9.397878,28.872847
TCGA-OR-A5J5-01,2.6944647,5.013136,-2.0804086,-1.726931,3.6945105,-0.28867775,1.3657315,-3.8073883,1.7216104,0.9975452,-1.8529222,-0.29794618,2.1562514,-4.7670193,3.4950564,7.3811436,16.970991,-8.860882,-22.246063,-21.343367,8.016911,12.787977,0.692122,-8.702903,-0.53101724,-8.073222,-17.050716,-14.6820965,-10.137824,-3.0234106,13.279086,-6.0402684,10.892387,12.154808,-15.843315,-11.80653,-3.4270892,5.1212616,4.6976757,-10.402589,18.238811
TCGA-OR-A5JO-01,2.2037363,2.348824,0.8578547,-1.0099164,1.0537996,-0.01567971,1.3539494,0.93089104,-0.017879676,2.4505415,-4.116419,-1.4289048,2.5136473,-1.3311989,5.0728683,-7.816695,13.324083,-3.398626,-22.795116,-17.796629,3.452047,15.909599,16.211538,-5.8166475,-15.684094,6.6011786,-15.187922,-8.134979,8.438132,18.577011,13.992657,13.161454,-3.9686332,-6.354593,-25.850735,-13.382731,-21.591583,-7.396277,20.11851,-9.931168,32.18571
