,3,9,14,16,25,26,29,3,6,14,21,26
TCGA-A5-A2K7-01,-13.701442,-9.925466,12.294574,-11.860702,13.339502,8.760483,-8.528469,-18.113892,-8.684814,-15.3531065,18.318192,16.474041
TCGA-EO-A3AS-01,-13.89632,8.848654,16.054304,3.9185839,17.853086,12.77139,-9.42988,-18.380825,-11.671785,-13.803247,14.583285,15.442194
TCGA-EY-A549-01,-15.042972,5.4412956,15.18744,7.2959723,17.289562,12.890324,-10.815723,-13.285398,-7.668029,-9.24057,14.105889,12.579563
TCGA-EO-A3B0-01,-13.064768,-16.85809,16.075262,-5.241651,14.953085,12.195989,1.1832638,-9.007085,-3.9082725,-8.802364,11.536929,8.951434
TCGA-EY-A2OQ-01,-12.172101,-0.76852363,15.87044,-9.005716,17.324474,12.575609,-8.114203,-9.179614,-4.4309454,-7.017321,9.151813,7.263426
TCGA-PG-A7D5-01,-14.847463,16.296152,20.93222,11.888349,21.454643,20.23725,-2.190738,-5.9345007,-1.6448156,-5.2437596,6.5295324,4.6571603
TCGA-EO-A3KW-01,-14.01762,-3.6087136,15.023296,7.6392503,15.487656,13.208541,-0.823905,0.020943895,3.707047,0.06745099,3.5541008,-0.87561685
TCGA-PG-A915-01,-12.862449,4.9612336,18.813837,1.0512874,19.45553,18.26231,0.14560083,4.341581,5.3305426,3.6329076,-0.3864549,-3.9168904
TCGA-D1-A3JQ-01,-14.72696,6.467005,17.960112,8.924175,19.663994,20.066114,-1.1657504,0.30952203,3.4938436,0.5339385,2.6465483,-1.1227378
TCGA-AX-A2HH-01,-11.43274,8.591231,18.48281,-18.66308,18.580074,11.604754,-15.149452,-4.2715096,0.54661304,-4.5359764,9.991296,5.238244
TCGA-AJ-A5DV-01,-12.501431,2.3991027,11.559779,0.5617702,14.291582,11.224347,-12.337213,-16.74196,-9.196105,-13.545609,16.450806,16.058126
TCGA-5S-A9Q8-01,-10.207837,-3.4201756,12.2709255,-7.309562,14.128897,9.510049,-17.450035,-19.45162,-11.144267,-14.673222,18.698214,17.823483
TCGA-DI-A2QY-01,-14.300317,8.773129,15.861743,0.6347227,18.954338,21.605318,-2.844034,-2.6355019,1.4076165,-2.3261213,5.1869187,1.8769522
TCGA-DI-A1BU-01,-13.729356,-7.2579775,13.312666,-4.6673565,14.239594,10.078574,-4.102201,-15.240455,-8.60073,-13.366027,14.386068,14.393359
TCGA-B5-A5OE-01,-15.462479,7.1723795,14.126556,1.719569,16.834814,16.248869,0.91988355,-11.010411,-4.6302557,-8.727433,10.196523,8.692019
TCGA-PG-A916-01,-13.148713,-0.5679073,14.13132,-6.565038,15.936751,13.418403,-11.0977,-15.461285,-9.759221,-11.441154,16.00519,14.657034
TCGA-DI-A2QY-11,-8.765191,7.863342,14.460483,3.1454494,14.847887,18.227589,-11.359485,-13.199756,-8.734577,-10.648399,9.459426,9.808299
TCGA-AJ-A3NC-01,-11.661695,4.4112973,14.116588,1.0418365,15.932173,10.463857,-15.211787,-16.705345,-10.2177305,-13.058763,16.489824,15.752284
TCGA-DF-A2KY-01,-14.255776,-25.33177,14.325231,-9.7251835,12.289347,9.121007,7.4224286,-21.630999,-11.74573,-17.14739,17.990295,18.334286
TCGA-AX-A3FV-01,-15.585149,-5.0195146,23.221333,-3.9850116,20.001663,19.008747,10.59837,-14.91673,-10.021681,-11.688397,11.404253,11.884541
TCGA-QS-A5YR-01,-14.695622,-0.76441664,9.133973,6.112452,13.573551,14.766601,-7.844124,-17.710667,-10.836228,-13.891788,16.165037,16.151234
TCGA-DF-A2KZ-01,-11.837698,-7.3425536,11.070052,-4.8980203,12.173102,8.159723,-13.013424,-16.051548,-9.196187,-13.192033,15.873314,15.046945
TCGA-A5-A2K2-01,-14.525155,7.617635,13.515414,-1.7734367,15.270138,12.682199,-3.8860364,-6.046108,-1.2751882,-3.6707175,6.986846,5.3806696
TCGA-AX-A3FZ-01,-11.93802,-11.413276,19.599598,-25.02255,17.78437,7.7204347,-0.18777761,-7.1983075,-2.8701386,-5.3939266,9.477685,6.3622265
TCGA-AJ-A3TW-01,-13.229722,-24.79232,13.849039,-2.102181,13.399968,11.771073,8.515294,-1.7669138,0.3747312,-1.6397631,4.1572433,1.325896
TCGA-PG-A914-01,-13.743142,0.32169154,18.191198,4.751518,18.13224,17.585907,3.157071,3.6546926,6.107865,3.1592805,0.7127734,-3.680919
TCGA-AX-A3GI-01,-11.802721,-1.2330976,18.683638,-3.9010248,18.7722,17.095604,1.481223,4.8302083,7.0580387,4.376603,0.48017263,-4.664471
TCGA-D1-A2G0-01,-13.293118,-9.1883,13.185942,-0.07097959,14.163565,10.9263735,4.5971804,-19.14286,-9.290139,-15.89751,16.57881,16.168089
TCGA-EY-A2OO-01,-14.309945,21.977852,18.313534,6.9221396,20.418146,17.977068,-11.384979,-16.372526,-7.5838327,-14.754921,16.934996,15.686288
TCGA-A5-A7WJ-01,-12.9165945,5.589576,14.367561,-7.7073174,16.05041,9.410443,-11.250821,-19.261608,-9.314648,-15.603751,19.57411,18.188147
TCGA-AX-A3G9-01,-11.83532,-3.5393732,12.18911,-20.740326,14.16497,7.1610494,-13.063572,-8.6628275,-1.54173,-9.005678,13.206319,9.119275
TCGA-BK-A4ZD-01,-11.512525,-15.402198,14.308106,-23.41826,13.792857,7.328895,-8.436121,-7.625479,-3.346229,-7.5747805,11.048041,7.7965717
TCGA-B5-A3FC-01,-14.30627,-20.22511,13.802638,-5.947131,13.237838,9.237589,-0.36762235,-11.531915,-6.603005,-9.2881365,12.304942,10.507445
TCGA-AJ-A3NE-11,-6.8798404,-9.76107,14.455813,-3.9322317,10.635174,7.9473205,-15.5234995,-15.831517,-11.364507,-12.511886,11.003693,12.634415
TCGA-AP-A3K1-01,-14.742383,0.23285632,12.742467,-0.9090375,14.216217,12.069828,-2.9791062,-1.3011848,1.9537734,-0.47515756,3.7689073,1.1657293
TCGA-EY-A3QX-01,-14.159148,-4.842897,15.268039,-0.75069463,15.162014,10.985232,-0.54760927,-10.703496,-5.1343627,-9.041522,11.6430435,8.935434
TCGA-AX-A0IZ-11,-3.0138814,-25.232674,15.738091,-23.366926,8.01328,4.387336,-10.724651,-15.233893,-11.020078,-12.201557,10.586133,11.898186
TCGA-AJ-A3BI-01,-11.582707,-17.993307,9.781763,-8.665684,13.026838,13.247533,-2.8717742,-11.419017,-5.791832,-7.456053,12.270087,10.499915
TCGA-EY-A2ON-01,-13.843754,6.946212,12.101571,8.94839,14.292128,13.739552,-2.0053606,-1.5106221,2.9833493,-1.3114219,4.96404,0.83887607
TCGA-AX-A3FS-01,-10.870877,-19.226164,17.098522,-13.243133,14.229195,9.195004,1.7158473,0.82012886,4.967882,-1.1643732,7.9556656,1.4008809
TCGA-SL-A6JA-01,-11.708116,4.4876356,12.504693,-12.878498,16.635208,12.363513,-13.877159,-8.624297,-2.3625674,-7.685296,13.225332,8.537068
TCGA-AX-A2H4-01,-14.846892,-6.4954467,11.81921,9.534948,12.734064,8.749132,0.2848448,-11.717272,-4.7110424,-9.556874,11.878661,10.440989
TCGA-AJ-A3EJ-01,-14.056189,2.3639226,17.436075,9.598889,17.262806,16.152433,-1.9337819,-3.0743568,0.30073372,-2.9977763,5.3512497,2.8705034
TCGA-AJ-A3NC-11,-3.919666,-22.831224,16.871037,-17.693636,9.418715,6.0671725,-11.172117,-15.07631,-10.647205,-12.011229,10.545812,11.87312
TCGA-EY-A1GP-01,-14.549716,-0.20989604,20.036547,7.9474597,18.962965,14.858841,-4.190744,-9.270512,-5.988078,-7.488758,8.541524,7.6560583
TCGA-EO-A3KX-01,-15.065986,-2.873077,14.388338,-10.799655,15.977726,10.369178,-10.030806,-16.513615,-8.182394,-13.575128,18.68333,16.224443
TCGA-AJ-A3NF-01,-13.182828,0.417676,17.847261,10.907987,17.161787,14.786249,-1.8911408,-10.1776285,-6.2560062,-8.045499,7.9712157,7.6943107
TCGA-FI-A3PV-01,-14.405189,8.995421,15.960558,1.5541941,18.520525,19.415047,-4.540774,-5.191399,0.22775206,-3.5696166,7.00488,4.067768
TCGA-AX-A05Y-11,-3.18603,-20.406073,14.805486,-17.816837,9.153961,4.6190095,-14.930056,-15.585021,-11.207767,-12.638156,10.603358,12.080661
TCGA-EY-A54A-01,-15.944684,5.832437,16.949415,14.052704,17.195787,13.595984,1.4007264,-8.473094,-3.7106552,-6.958043,7.649705,6.0651736
TCGA-EO-A22U-01,-14.211204,-16.471035,16.35981,-16.49251,16.33141,9.676612,-1.5183787,-20.275818,-11.312673,-15.839301,18.278215,18.160696
TCGA-D1-A3DH-01,-14.736537,7.4282784,18.121895,-7.0231986,18.65674,16.70568,-4.600796,-4.7378306,0.30137727,-3.7848923,6.5662208,3.2370965
TCGA-SJ-A6ZI-01,-13.443231,-5.1189203,10.76189,5.2277384,13.059561,8.090107,-8.4798355,-20.251593,-11.7435,-16.120422,16.953392,17.98445
TCGA-DF-A2KR-01,-12.323375,-2.9644432,13.999072,-1.1727242,16.064192,13.452088,-5.3901315,-17.40007,-11.7162485,-12.8215885,15.182177,14.982964
TCGA-AJ-A3NH-01,-16.208418,8.918162,20.790926,3.6328015,20.725637,18.522594,-1.3213272,-0.98551315,3.7437305,-0.7468357,5.0267725,1.152014
TCGA-EY-A1GL-01,-9.518161,5.8361154,15.37555,-11.495397,16.084768,9.59465,-21.083874,-14.285949,-6.512059,-11.555922,14.855902,12.715513
TCGA-AX-A3G4-01,-14.021564,-7.5980244,17.813467,-4.85234,16.04198,15.389365,-4.2357426,-2.1855946,-0.33865163,-1.3666363,4.5109067,1.9032435
TCGA-SL-A6J9-01,-15.227684,-17.452644,16.320623,4.232194,16.02089,17.04363,9.44195,-3.4884515,0.73314637,-2.860098,5.421685,1.9191227
TCGA-BG-A3EW-01,-14.517661,6.5982428,16.150425,-5.5457454,16.477823,10.209085,-10.859795,-17.851892,-9.746049,-14.558346,17.88623,17.056753
TCGA-A5-A2K3-01,-14.305487,-23.34871,9.422109,6.4939027,10.221289,7.1325927,7.3336186,-20.460756,-12.02592,-16.537054,16.65699,17.53639
TCGA-B5-A5OD-01,-14.360404,2.8042078,16.74457,4.8182826,18.295132,19.328089,-1.4326962,-0.4526869,2.0808737,-0.47805116,2.964576,-0.053244084
TCGA-B5-A5OC-01,-12.344157,-3.7376986,13.810336,6.777058,13.606763,7.9391875,-10.155701,-20.443222,-13.115657,-16.541296,17.014776,18.278633
TCGA-EY-A1GX-01,-10.392075,-8.747619,14.801257,-20.96471,16.39456,12.973337,-7.6041145,-11.917343,-4.185179,-8.633699,16.810429,12.328063
TCGA-E6-A8L9-01,-14.625209,2.09662,18.63933,8.521598,18.072924,17.186356,-2.0162249,5.2273564,6.3736687,4.313073,-0.1052413,-4.4777293
TCGA-BG-A0MK-01,-13.466198,5.486076,11.803861,0.058497675,15.170794,14.8331585,-13.198413,-13.132287,-6.417589,-10.107337,15.113276,12.0643835
TCGA-AX-A3GB-01,-11.644587,-1.2303395,11.630068,3.7591715,14.6953945,15.438458,-11.963566,-18.907534,-11.883498,-14.948586,16.682024,16.64102
TCGA-E6-A2P8-01,-12.85681,-13.210282,18.054914,-1.4020888,15.324128,8.745517,0.22515228,-15.88597,-8.43188,-13.633943,15.435103,14.4506035
TCGA-QF-A5YT-01,-10.737547,-5.594707,15.384738,-15.030873,16.427483,11.939091,-15.475084,-12.76575,-6.6844263,-10.016719,15.409366,12.016976
TCGA-5B-A90C-01,-13.30987,-4.0525594,16.072975,-9.116373,16.184961,11.478182,-6.1525683,4.2107167,6.134703,4.1239443,1.3163522,-3.507357
TCGA-AJ-A3OK-01,-12.557324,-6.0645976,12.975363,5.63013,13.081348,13.273698,-7.6667886,-16.329405,-12.09408,-12.420741,13.938711,14.376647
